School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1
P.S. 41 - MANHATTAN,M,2,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,17056000,CIP,M041,116 WEST 11 STREET,Manhattan,10024,MANHATTAN,40.780822,-73.976855,107,6,1030178,1011480014,161,MN0702,"(40.780822, -73.976855)"
P.S. 55 - STATEN ISLAND,R,31,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,8419000,CIP,R055,54 OSBORNE STREET,Staten Island,10301,STATEN IS,40.634009,-74.097826,501,49,5002227,5001000100,67,SI0104,"(40.634009, -74.097826)"
P.S. 169 - BROOKLYN,K,15,IPDVS INSTALLATIONS,250623.95,CIP,K169,4305 7 AVENUE,Brooklyn,11208,BROOKLYN,40.68618,-73.869625,305,37,3092456,3041340020,1184,BK0501,"(40.68618, -73.869625)"
METROPOLITAN HS - BRONX,X,12,ROOFS / WINDOWS / EXTERIOR MASONRY,10711000,CIP,X099,1180 REV. J.A. POLITE AVENUE,Bronx,10473,BRONX,40.818467,-73.868372,209,18,2021972,2035910050,2001,BX0902,"(40.818467, -73.868372)"
JOHN BOWNE HS ANNEX - QUEENS,Q,78,New,47606000,CAP,Q511,146-50 REEVES AVENUE,Queens,11418,QUEENS,40.700285,-73.829537,409,29,4195981,4093300001,144,QN0902,"(40.700285, -73.829537)"
P.S. 254 - QUEENS,Q,27,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,310000,CIP,Q254,84-40 101ST STREET,Queens,11418,QUEENS,40.693606,-73.844631,409,29,4539360,4092880101,28,QN0902,"(40.693606, -73.844631)"
P.S. 155 - QUEENS,Q,27,FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,529000,CIP,Q155,130-02 115 AVENUE,Queens,11361,QUEENS,40.76936,-73.783943,411,19,4134525,4060380013,1099,QN1101,"(40.76936, -73.783943)"
P.S./I.S. 499 - QUEENS,Q,25,LSP DOMESTIC WATER HEATER REPLACEMENT,100000,CIP,Q499,148-20 REEVES AVENUE,Queens,11101,QUEENS,40.744412,-73.93364,402,26,4003442,4002490001,17902,QN0202,"(40.744412, -73.93364)"
J.H.S. 292 - MANHATTAN,M,1,LOW-VOLTAGE ELECTRICAL SYSTEM,2157000,CIP,M056,220 HENRY STREET,Manhattan,10009,MANHATTAN,40.724435,-73.981521,103,2,1004627,1003870001,2601,MN0303,"(40.724435, -73.981521)"
P.S. 116 - QUEENS,Q,29,Demo,4645600,CAP,Q116,107-25 WREN PLACE,Queens,11374,QUEENS,40.734272,-73.861556,406,24,4000000,4020830123,71702,QN0601,"(40.734272, -73.861556)"
P.S. 65 - BRONX,X,7,COVID VENTILATION,4420000,CIP,X065,677 EAST 141 STREET,Bronx,10457,BRONX,40.844253,-73.907616,204,15,2007387,2027930028,22902,BX0403,"(40.844253, -73.907616)"
P.S. 30 - STATEN ISLAND,R,31,FIRE ALARM SYSTEM,505000,CIP,R030,200 WARDWELL AVENUE,Staten Island,10307,STATEN IS,40.508284,-74.243428,503,51,5088090,5078940001,24401,SI0305,"(40.508284, -74.243428)"
I.S. 221 - BRONX,X,7,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL,7564000,CIP,X149,360 EAST 145 STREET,Bronx,10475,BRONX,40.872608,-73.833727,210,12,2097470,2051410150,46205,BX1004,"(40.872608, -73.833727)"
I.S. 303 - BROOKLYN,K,21,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,11000000,CIP,K303,501 WEST AVENUE,Brooklyn,11206,BROOKLYN,40.694086,-73.940744,303,36,3049420,3017730014,281,BK0302,"(40.694086, -73.940744)"
P.S. 316 - BROOKLYN,K,17,LSP- CONDENSATE PUMP & STEAM TRAP REPLACEMENT,400000,CIP,K316,750 CLASSON AVENUE,Brooklyn,11221,BROOKLYN,40.68832,-73.932275,303,36,3044657,3016360001,293,BK0302,"(40.68832, -73.932275)"
P.S. 380 - BROOKLYN,K,14,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,580000,CIP,K380,370 MARCY AVENUE,Brooklyn,11203,BROOKLYN,40.662447,-73.936382,309,41,3107129,3048060001,876,BK0902,"(40.662447, -73.936382)"
P.S. 7 - QUEENS,Q,24,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,2765000,CIP,Q007,80-55 CORNISH AVENUE,Queens,11103,QUEENS,40.759363,-73.912902,401,22,4012664,4007140001,151,QN0104,"(40.759363, -73.912902)"
I.S. 324 - MANHATTAN,M,6,WALK-IN REFRIGERATORS AND FREEZERS,747000,CIP,M090,21 JUMEL PLACE,Manhattan,10034,MANHATTAN,40.867826,-73.917059,112,10,1064871,1022290012,303,MN1203,"(40.867826, -73.917059)"
QUEENS INNOVATION CENTER - QUEENS,Q,78,New,178850000,CAP,Q472,53-16 NORTHERN BOULEVARD,Queens,11101,QUEENS,40.749586,-73.943546,402,26,4436809,4004360021,1903,QN0201,"(40.749586, -73.943546)"
P.S. 160 WALTER FRANCIS BISHOP - QUEENS,Q,28,Addition,55482390.8,CAP,Q160,145-14 GLASSBORO AVENUE,Queens,11365,QUEENS,40.737517,-73.794031,408,24,4149078,4069030001,1341,QN0803,"(40.737517, -73.794031)"
P.S. 102 - QUEENS,Q,24,FY19 RESO A ROOM CONVERSIONS/PARTITIONING,36440,CIP,Q102,55-24 VAN HORN STREET,Queens,11428,QUEENS,40.720713,-73.747001,413,23,4226839,4106260001,542,QN1303,"(40.720713, -73.747001)"
P.S. 249 - BROOKLYN,K,17,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,580000,CIP,K249,18 MARLBOROUGH ROAD,Brooklyn,11235,BROOKLYN,40.580115,-73.962391,313,48,3244470,3086660610,364,BK1303,"(40.580115, -73.962391)"
P.S. 2 - MANHATTAN,M,2,FY20 RESO A AUDITORIUM UPGRADE,44000,CIP,M002,122 HENRY STREET,Manhattan,10032,MANHATTAN,40.834899,-73.941085,112,10,1062792,1021180022,245,MN1201,"(40.834899, -73.941085)"
P.S. 13 ANNEX - STATEN ISLAND,R,31,Demo,2389000,CAP,R122,1 VIRGINIA AVENUE,Staten Is,10472,BRONX,40.830647,-73.877736,209,17,2000000,2037750025,54,BX0901,"(40.830647, -73.877736)"
X017 SPED - BRONX,X,7,PARAPETS / EXTERIOR MASONRY / ELECTRICAL SERVICE UPGRADE / ELECTRIFICATION/HEAT PUMP SYSTEMS / ROOFS,25555000,CIP,X161,628 TINTON AVENUE,Bronx,10475,BRONX,40.875894,-73.83386,210,12,2116161,2051410150,46205,BX1004,"(40.875894, -73.83386)"
P.S. 174 - QUEENS,Q,28,EXISTING BUILDING-IPDVS,29225,CIP,Q174,65-30 DIETERLE CRESCENT,Queens,11694,QUEENS,40.584158,-73.825736,414,32,4303722,4161590012,938,QN1403,"(40.584158, -73.825736)"
P.S. @ 4513 8 AVENUE - BROOKLYN,K,15,New,47833546,CAP,K730,4513 8 AVENUE,Brooklyn,10023,MANHATTAN,40.774373,-73.9822,107,6,1028840,1011387501,15302,MN0701,"(40.774373, -73.9822)"
P.S. 13 - QUEENS,Q,24,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ROOFS,13719026,CIP,Q013,55-01 94TH STREET,Queens,11413,QUEENS,40.686047,-73.757423,412,27,4273142,4126720001,376,QN1205,"(40.686047, -73.757423)"
NEW BRIDGES,K,17,FY24 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION,291861,CIP,K167,1025 EASTERN PARKWAY,Brooklyn,11208,BROOKLYN,40.68618,-73.869625,305,37,3092456,3041340020,1184,BK0501,"(40.68618, -73.869625)"
P.S. 166 - QUEENS,Q,30,IPDVS INSTALLATIONS,2934.62,CIP,Q166,33-09 35 AVENUE,Queens,11365,QUEENS,40.734572,-73.795484,408,24,4149690,4069270022,1223,QN0803,"(40.734572, -73.795484)"
P.S. /I.S 295 - QUEENS,Q,29,EXTERIOR MASONRY / PARAPETS / ROOFS / RTU REPLACEMENT,10796000,CIP,Q263,222-14 JAMAICA AVENUE,Queens,11368,QUEENS,40.755418,-73.869017,403,21,4042496,4017140018,377,QN0303,"(40.755418, -73.869017)"
DISTRICT OFFICE #18 - BROOKLYN,K,18,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,3473000,CIP,K818,1106 EAST 95 STREET,Brooklyn,11203,BROOKLYN,40.654704,-73.941089,317,40,3107846,3048440001,814,BK1703,"(40.654704, -73.941089)"
I.S. 293 - MANHATTAN,M,6,FLOOD ELIMINATION / ELECTRIFICATION/HEAT PUMP SYSTEMS / EXTERIOR MASONRY / PARAPETS / ROOFS / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL SERVICE UPGRADE / WINDOWS / LIGHTING UPGRADE,66929000,CIP,M218,4600 BROADWAY,Manhattan,10004,MANHATTAN,40.70568,-74.013302,101,1,1000811,1000220013,9,MN0101,"(40.70568, -74.013302)"
P.S. 67 - BROOKLYN,K,13,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,494000,CIP,K067,51 ST EDWARDS STREET,Brooklyn,11206,BROOKLYN,40.703624,-73.953146,301,33,3061064,3022270001,529,BK0103,"(40.703624, -73.953146)"
P.S. 29 - QUEENS,Q,25,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,9950000,CIP,Q029,125-10 23 AVENUE,Queens,11358,QUEENS,40.766827,-73.794601,407,19,4000000,4052560001,1141,QN0704,"(40.766827, -73.794601)"
J.H.S. 67 - QUEENS,Q,26,ROOFS / PARAPETS / EXTERIOR MASONRY,9706300,CIP,Q067,51-60 MARATHON PARKWAY,Queens,11385,QUEENS,40.711203,-73.905286,405,30,4083519,4034920007,59501,QN0502,"(40.711203, -73.905286)"
GROVER CLEVELAND HS - QUEENS,Q,24,LSP RESO A CAFETERIA UPGRADE - LIGHTING,300822.74,CIP,Q485,21-27 HIMROD STREET,Queens,11432,QUEENS,40.709079,-73.801856,408,24,4448767,4097740001,448,QN0805,"(40.709079, -73.801856)"
STATEN ISLAND TECHNICAL HS - R,R,31,REINFORCING SUPPORT ELEMENTS,1770000,CIP,R440,485 CLAWSON STREET,Staten Island,10312,STATEN IS,40.528092,-74.192032,503,51,5082634,5066130001,198,SI0304,"(40.528092, -74.192032)"
P.S. 150 - QUEENS,Q,30,IPDVS INSTALLATIONS,202772.36,CIP,Q150,40-01 43 AVENUE,Queens,11377,QUEENS,40.753037,-73.900123,402,25,4027102,4011840014,293,QN0203,"(40.753037, -73.900123)"
P.S. 203 - QUEENS,Q,26,WINDOWS,3880000,CIP,Q203,53-11 SPRINGFIELD BOULEVARD,Queens,11364,QUEENS,40.747747,-73.745747,411,23,4163698,4076770001,1377,QN1104,"(40.747747, -73.745747)"
G. WASHINGTON CARVER HS FOR SCI.-Q,Q,29,COVID VENTILATION / FY21 RESO A SUPPLEMENTAL COOLING / COVID FIRE ALARM SYSTEM REPLACEMENT,7654000,CIP,Q420,143-10 SPRINGFIELD BOULEVARD,Queens,11365,QUEENS,40.740724,-73.79283,411,20,4148763,4068820001,1417,QN1101,"(40.740724, -73.79283)"
P.S. 93 - BROOKLYN,K,13,IPDVS CAMERA INSTALLATION / IPDVS NSTALLATION,472000,CIP,K093,31 NEW YORK AVENUE,Brooklyn,11223,BROOKLYN,40.595698,-73.97518,315,44,3192661,3071230066,398,BK1501,"(40.595698, -73.97518)"
BOYS & GIRLS HS - BROOKLYN,K,16,ELECTRICAL WORK FOR A/C INITIATIVE,4510,CIP,K455,1700 FULTON STREET,Brooklyn,11216,BROOKLYN,40.685004,-73.947152,303,36,3051641,3018230038,249,BK0301,"(40.685004, -73.947152)"
P.S. 6 - BRONX,X,12,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / VENTILATION / FIRE ALARM SYSTEM REPLACEMENT,10283000,CIP,X006,1000 EAST TREMONT AVENUE,Bronx,10458,BRONX,40.857067,-73.898936,205,15,2013561,2031500010,38301,BX0503,"(40.857067, -73.898936)"
BROOKLYN THEATRE ARTS H.S. - K,K,18,FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,1053000,CIP,K515,6565 FLATLANDS AVENUE,Brooklyn,11211,BROOKLYN,40.715073,-73.954754,301,34,3062135,3023300011,519,BK0102,"(40.715073, -73.954754)"
P.S. 180 - BROOKLYN,K,20,EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / FLOOD ELIMINATION,22935000,CIP,K180,5601 16 AVENUE,Brooklyn,11212,BROOKLYN,40.660204,-73.913933,316,41,3082253,3035970011,896,BK1602,"(40.660204, -73.913933)"
P.S. 178 - BRONX,X,11,FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT,6831000,CIP,X178,850 BAYCHESTER AVENUE,Bronx,10451,BRONX,40.813641,-73.925313,201,8,2000957,2023330070,51,BX0101,"(40.813641, -73.925313)"
P.S. 25 - BRONX,X,7,IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,449500,CIP,X025,811 EAST 149 STREET,Bronx,10454,BRONX,40.80937,-73.917584,201,8,2000077,2022670015,39,BX0101,"(40.80937, -73.917584)"
THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,M,5,ELECTRIFICATION/HEAT PUMP SYSTEMS / WINDOWS / ELECTRICAL UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEMS,40919919,CIP,M501,2005 MADISON AVENUE,Manhattan,10033,MANHATTAN,40.85051,-73.934485,112,10,1063928,1021640032,271,MN1202,"(40.85051, -73.934485)"
I.S. 131 - MANHATTAN,M,2,LSP DANCE FLOOR REPLACEMENT,91150,CIP,M131,100 HESTER STREET,Manhattan,10002,MANHATTAN,40.71457,-73.983724,103,1,1003736,1002880015,202,MN0302,"(40.71457, -73.983724)"
P.S. 139 - BROOKLYN,K,22,FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,648000,CIP,K139,330 RUGBY ROAD,Brooklyn,11206,BROOKLYN,40.701621,-73.93241,304,34,3071915,3031530011,425,BK0401,"(40.701621, -73.93241)"
LONG ISLAND CITY HS - Q,Q,30,PUBLIC ADDRESS SYSTEM REPLACEMENT,1114250,CIP,Q452,14-30 BROADWAY,Queens,11354,QUEENS,40.765166,-73.82789,407,20,4113172,4050020001,1161,QN0707,"(40.765166, -73.82789)"
I.S. 61 - STATEN ISLAND,R,31,PAVED AREA- BLACKTOP / PATH OF TRAVEL PAVED AREA- BLACKTOP,644060,CIP,R061,445 CASTLETON AVENUE,Staten Island,10314,STATEN IS,40.593005,-74.158988,502,51,5037524,5023640001,27706,SI0204,"(40.593005, -74.158988)"
NEW YORK HARBOR SCHOOL - MANHATTAN,M,2,STRUCTURAL ISSUES,2196135.2,CIP,M871,134 CARDER ROAD,Manhattan,11373,QUEENS,40.737918,-73.887407,404,30,4454423,4024500017,489,QN0203,"(40.737918, -73.887407)"
P.S. 88 - QUEENS,Q,24,LOW VOLTAGE ELECTRICAL SYSTEM,876800,CIP,Q088,60-85 CATALPA AVENUE,Queens,11418,QUEENS,40.697033,-73.839213,409,29,4192167,4092040028,128,QN0902,"(40.697033, -73.839213)"
THOMAS A. EDISON HS - Q,Q,28,FY21 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,887000,CIP,Q620,165-65 84 AVENUE,Queens,11102,QUEENS,40.771215,-73.924591,401,22,4440035,4005420008,69,QN0103,"(40.771215, -73.924591)"
HARRY S. TRUMAN HS - X,X,11,PATH OF TRAVEL RESO A ATHLETIC FIELD / FY22 RESO A ATHLETIC FIELD UPGRADE,8739951,CIP,X456,750 BAYCHESTER AVENUE,Bronx,10451,BRONX,40.818232,-73.919867,201,17,2001874,2024110022,67,BX0102,"(40.818232, -73.919867)"
P.S. 172 - BROOKLYN,K,15,COVID VENTILATION,306113,CIP,K172,825 4 AVENUE,Brooklyn,11219,BROOKLYN,40.62457,-74.005314,310,43,3143190,3057740001,196,BK1002,"(40.62457, -74.005314)"
P.S. 95 - QUEENS,Q,29,Addition,47953398,CAP,Q095,179-01 90 AVENUE,Queens,11433,QUEENS,40.700606,-73.782302,412,27,4218416,4102500001,414,QN1202,"(40.700606, -73.782302)"
P.S. 64 - MANHATTAN,M,1,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,2375000,CIP,M064,600 EAST 6 STREET,Manhattan,10025,MANHATTAN,40.795157,-73.973292,107,6,1034190,1012530065,183,MN0702,"(40.795157, -73.973292)"
P.S. 4 - STATEN ISLAND,R,31,ELECTRICAL WORK FOR A/C INITIATIVE,19777.11,CIP,R004,200 NEDRA LANE,Staten Island,10308,STATEN IS,40.547692,-74.151755,503,51,5066295,5052210001,15601,SI0302,"(40.547692, -74.151755)"
P.S. @ 140 BEACH 112 STREET - QUEENS,Q,27,Lease,0,CAP,Q593,140 BEACH 112 STREET,Queens,10310,STATEN IS,40.631211,-74.127065,501,49,5006175,5002270024,141,SI0106,"(40.631211, -74.127065)"
P.S. 62 - BRONX,X,8,WINDOWS / FULL PROGRAM ACCESSIBILITY,18595000,CIP,X062,660 FOX STREET,Bronx,10454,BRONX,40.807335,-73.912731,201,8,2003834,2025710001,33,BX0101,"(40.807335, -73.912731)"
P.S. 38 - BROOKLYN,K,15,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,380000,CIP,K038,450 PACIFIC STREET,Brooklyn,11207,BROOKLYN,40.686746,-73.910693,304,37,3079428,3034270011,401,BK0402,"(40.686746, -73.910693)"
Q075 SPED - QUEENS,Q,28,LSP DOMESTIC WATER HEATER,148607.82,CIP,Q048,155-02 108 AVENUE,Queens,11418,QUEENS,40.69919,-73.835299,409,29,4192689,4092260057,130,QN0902,"(40.69919, -73.835299)"
SCHOOL OF DIPLOMACY,X,11,FY22 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,2477000,CIP,X113,3710 BARNES AVENUE,Bronx,10453,BRONX,40.848547,-73.908416,205,14,2007902,2028270001,23301,BX0502,"(40.848547, -73.908416)"
P.S. 297 - BROOKLYN,K,14,ROOFS / PARAPETS / EXTERIOR MASONRY / SITE WORK / WINDOWS,15237000,CIP,K297,700 PARK AVENUE,Brooklyn,11208,BROOKLYN,40.677104,-73.883433,305,37,3088357,3039690001,1170,BK0501,"(40.677104, -73.883433)"
I.S. 227 - QUEENS,Q,30,FY19 RESO A AUDITORIUM UPGRADE,1665000,CIP,Q227,32-02 JUNCTION BOULEVARD,Queens,11377,QUEENS,40.734294,-73.897557,405,30,4440274,4024230001,513,QN0501,"(40.734294, -73.897557)"
P.S. 23 - STATEN ISLAND,R,31,FY23 RESO A GYMNASIUM UPGRADE / PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,408000,CIP,R023,30 NATICK STREET,Staten Island,10314,STATEN IS,40.618439,-74.132645,501,50,5113069,5004230009,201,SI0105,"(40.618439, -74.132645)"
I.S. 54 - MANHATTAN,M,3,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,14298000,CIP,M054,103 WEST 107 STREET,Manhattan,10009,MANHATTAN,40.727892,-73.978525,103,2,1079053,1003940012,28,MN0303,"(40.727892, -73.978525)"
P.S. 109 - BROOKLYN,K,22,LSP REPLACE LEAKING PVI DOMESTIC WATER HEATER,11119.9,CIP,K395,1001 EAST 45 STREET,Brooklyn,11210,BROOKLYN,40.633237,-73.952929,314,45,3205788,3075530041,772,BK1401,"(40.633237, -73.952929)"
P.S. 131 - BROOKLYN,K,15,PLAYGROUND UPGRADE / STORM & SEWER PIPING REPLACEMENT / PATH OF TRAVEL PLAYGROUND UPGRADE,3041343.07,CIP,K131,4305 FORT HAMILTON PARKWAY,Brooklyn,11216,BROOKLYN,40.67438,-73.951443,308,36,3330794,3012330026,31701,BK0802,"(40.67438, -73.951443)"
P.S. 209 - BROOKLYN,K,21,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,2794000,CIP,K209,2609 EAST 7TH STREET,Brooklyn,11207,BROOKLYN,40.66051,-73.890288,305,42,3097334,3043240001,1104,BK0503,"(40.66051, -73.890288)"
R. CARSON SCL OF COASTAL ST-K,K,21,IPDVS INSTALLATION / FY24 RESO A IPDVS CAMERA INSTALLATION / FY24 RESO A IPDVS CAMERA INSTALLATION,510000,CIP,K303,501 WEST AVENUE,Brooklyn,11216,BROOKLYN,40.686076,-73.945229,303,36,3051458,3018190014,265,BK0301,"(40.686076, -73.945229)"
P.S. 333 - MANHATTAN,M,3,RPZ BACKFLOW PREVENTION DEVICES,1331000,CIP,M118,154 WEST 93 STREET,Manhattan,10002,MANHATTAN,40.714182,-73.995451,103,1,1075787,1002890001,16,MN0301,"(40.714182, -73.995451)"
P.S. 105 - BRONX,X,11,Addition,53373773,CAP,X105,2080 CRUGER AVENUE,Bronx,10457,BRONX,40.852167,-73.899074,205,15,,,379,BX0502,"(40.852167, -73.899074)"
P.S. 156 - BROOKLYN,K,23,ROOFS / EXTERIOR MASONRY,5800000,CIP,K356,104 SUTTER AVENUE,Brooklyn,11206,BROOKLYN,40.702427,-73.952985,301,33,3061235,3022360009,53101,BK0103,"(40.702427, -73.952985)"
P.S. 20 - BROOKLYN,K,13,FULL PROGRAM ACCESSIBILITY / ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND RENOVATION / FIRE ALARM SYSTEM / FY24 RESO A GREEN ROOF,23600000,CIP,K020,225 ADELPHI STREET,Brooklyn,11238,BROOKLYN,40.676774,-73.960058,308,35,3028281,3011480050,305,BK0802,"(40.676774, -73.960058)"
P.S. 59 - BRONX,X,10,ROOFS,2198748,CIP,X853,2120 QUARRY ROAD,Bronx,10458,BRONX,40.866931,-73.884217,207,15,2016419,2032790050,40702,BX0702,"(40.866931, -73.884217)"
K140 SPED - BROOKLYN,K,13,ROOFS / EXTERIOR MASONRY,9588000,CIP,K258,141 MACON STREET,Brooklyn,11233,BROOKLYN,40.683241,-73.930813,303,36,3046876,3016710019,297,BK0302,"(40.683241, -73.930813)"
P.S. @ 46-10 70 STREET - QUEENS,Q,24,New,31395000,CAP,Q340,46-10 70 STREET,Queens,11365,QUEENS,40.740724,-73.79283,411,20,4148763,4068820001,1417,QN1101,"(40.740724, -73.79283)"
P.S. 198 - BROOKLYN,K,22,FY24 RESO A (MA) CAFETERIA UPGRADE / PATH OF TRAVEL RESO A (MA) CAFETERIA UPGRADE,701000.5,CIP,K198,4105 FARRAGUT ROAD,Brooklyn,11228,BROOKLYN,40.618676,-74.012722,310,38,3162973,3062780022,166,BK1002,"(40.618676, -74.012722)"
P.S. 155 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY / FLOOD ELIMINATION / FIRE ALARM SYSTEM,13631919,CIP,M155,319 EAST 117 STREET,Manhattan,10032,MANHATTAN,40.836506,-73.93709,112,10,1062636,1021110024,24301,MN1201,"(40.836506, -73.93709)"
CONCORD HS - R,R,31,FY20 RESO A IPDVS CAMERA INSTALLATION / FY25 RESO A IPDVS CAMERA INSTALLATION / FY25 RESO A IPDVS CAMERA INSTALLATION,381818,CIP,R470,109 RHINE AVENUE,Staten Island,10301,STATEN IS,40.642573,-74.079591,501,49,5000314,5000190004,9,SI0101,"(40.642573, -74.079591)"
P.S. 188 - MANHATTAN,M,1,LL 26-EXIT SIGNS,82572.27,CIP,M188,442 EAST HOUSTON STREET,Manhattan,10023,MANHATTAN,40.771966,-73.987429,107,6,1030320,1011520029,147,MN0701,"(40.771966, -73.987429)"
P.S. 152 - BROOKLYN,K,22,FY24 RESO A LIBRARY UPGRADE,405000,CIP,K152,725 EAST 23 STREET,Brooklyn,11210,BROOKLYN,40.632562,-73.954724,314,45,3205780,3075510026,772,BK1401,"(40.632562, -73.954724)"
P.S. 214 - QUEENS,Q,25,LSP FY23 RESO A PLAYGROUND UPGRADE,109012.5,CIP,Q214,31-15 140 STREET,Queens,11365,QUEENS,40.737517,-73.794031,408,24,4149078,4069030001,1341,QN0803,"(40.737517, -73.794031)"
P.S. 92 - QUEENS,Q,30,RPZ BACKFLOW PREVENTION DEVICES,187000,CIP,Q292,99-01 34TH AVENUE,Queens,11377,QUEENS,40.747693,-73.906429,402,26,4543408,4012280048,257,QN0203,"(40.747693, -73.906429)"
I.S. 162 - BROOKLYN,K,32,LL 26-EXIT SIGNS,55103,CIP,K162,1390 WILLOUGHBY AVENUE,Brooklyn,11219,BROOKLYN,40.637486,-73.985955,312,44,3135976,3056000001,232,BK1202,"(40.637486, -73.985955)"
P.S. 32 - QUEENS,Q,25,LSP FY23 RESO A ROOM CONVERSION,216000,CIP,Q032,33-59 171 STREET,Queens,11434,QUEENS,40.67588,-73.758505,412,27,4279864,4129930118,352,QN1205,"(40.67588, -73.758505)"
THE HERITAGE SCHOOL - MANHATTAN,M,4,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,495000,CIP,M107,1680 LEXINGTON AVENUE,Manhattan,10128,MANHATTAN,40.780706,-73.948553,108,5,1081267,1015540032,15402,MN0803,"(40.780706, -73.948553)"
P.S. 146 - BRONX,X,8,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM,8974000,CIP,X146,968 CAULDWELL AVENUE,Bronx,10456,BRONX,40.833511,-73.90449,203,16,2009611,2029250001,14701,BX0302,"(40.833511, -73.90449)"
P.S. 384 - BROOKLYN,K,32,LL 26-EXIT SIGNS,80059.32,CIP,K384,242 COOPER STREET,Brooklyn,11203,BROOKLYN,40.636455,-73.933582,317,45,3114526,3050220002,836,BK1702,"(40.636455, -73.933582)"
I.S. 443 - BROOKLYN,K,15,COVID VENTILATION / PARAPETS / ROOFS / EXTERIOR MASONRY,9160000,CIP,K845,330 18 STREET,Brooklyn,11212,BROOKLYN,40.65911,-73.920368,317,41,3101218,3046500015,886,BK1704,"(40.65911, -73.920368)"
P.S. 71 - QUEENS,Q,24,LSP HOT WATER HEATER REPLACEMENT,233000,CIP,Q071,62-85 FOREST AVENUE,Queens,11378,QUEENS,40.729215,-73.893624,405,30,4058611,4025030031,49302,QN0501,"(40.729215, -73.893624)"
P.S. 195 - BROOKLYN,K,22,EXTERIOR MASONRY,1914688,CIP,K195,131 IRWIN STREET,Brooklyn,11210,BROOKLYN,40.612623,-73.951906,314,48,3182169,3067690018,546,BK1403,"(40.612623, -73.951906)"
P.S. 95 - QUEENS,Q,29,LSP DOMESTIC WATER HEATER,171058.92,CIP,Q095,179-01 90 AVENUE,Queens,11363,QUEENS,40.769271,-73.749369,411,19,4168629,4080820285,1483,QN1103,"(40.769271, -73.749369)"
P.S. 243 - BROOKLYN,K,16,ROOFS / PARAPETS / EXTERIOR MASONRY,5413000,CIP,K243,1580 DEAN STREET,Brooklyn,11226,BROOKLYN,40.648608,-73.952821,317,40,3117381,3051100025,794,BK1701,"(40.648608, -73.952821)"
P.S. 311 - MANHATTAN,M,6,PARAPETS / FY20 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY,6298000,CIP,M176,4862 BROADWAY,Manhattan,10065,MANHATTAN,40.763736,-73.95815,108,5,1045569,1014610007,116,MN0801,"(40.763736, -73.95815)"
